,synth,train,val,test,synth_value,real_value,jsd,wasserstein,diff_corr,dcr_rf,nndr_rf,dcr_rr,nndr_rr,dcr_ff,nndr_ff
0,0/synth.csv,0/train.csv,0/val.csv,0/test.csv,0.1317913059503476,0.1339826696298256,,,,,,,,,
1,1/synth.csv,1/train.csv,1/val.csv,1/test.csv,0.1422089438423117,0.1415437489163783,,,,,,,,,
2,2/synth.csv,2/train.csv,2/val.csv,2/test.csv,0.1440292241594966,0.142860043225167,,,,,,,,,
3,3/synth.csv,3/train.csv,3/val.csv,3/test.csv,0.1437829018576054,0.1440373819176473,,,,,,,,,
4,4/synth.csv,4/train.csv,4/val.csv,4/test.csv,0.1258080682548625,0.1305140926968477,,,,,,,,,
0,0/synth.csv,0/train.csv,0/val.csv,0/test.csv,0.1317913059503476,0.13398266962982563,0.028500650667300342,0.008437419461825291,0.2283433377530001,0.005918802828273173,0.039419890058811954,0.09130767063792977,0.24633357080973978,0.004866500527398732,0.03200685281625964
1,1/synth.csv,1/train.csv,1/val.csv,1/test.csv,0.14220894384231175,0.14154374891637833,0.019512333624367807,0.01106063388650281,0.244790067053377,0.004338773762542186,0.0402749765886007,0.08166376557959076,0.22431853633651205,0.005180608588499669,0.0387272568745866
2,2/synth.csv,2/train.csv,2/val.csv,2/test.csv,0.1440292241594966,0.142860043225167,0.023138885727172227,0.010439387863913739,0.3553485809196678,0.005414300696584329,,0.08570482848700434,0.2175863521008934,0.005749840151701453,
3,3/synth.csv,3/train.csv,3/val.csv,3/test.csv,0.14378290185760545,0.14403738191764737,0.016841986994902525,0.008159963669822213,0.30431511134786987,0.006052936048815877,0.048075547053804374,0.08949106528440576,0.2628329164779755,0.00480763182541033,0.039464160472244825
4,4/synth.csv,4/train.csv,4/val.csv,4/test.csv,0.12580806825486257,0.13051409269684777,0.00709435707035633,0.009373373720346271,0.2955092243512653,0.005447157143420114,0.04742328123959171,0.09075478109033544,0.2358448385203547,0.004912624923720577,0.033236936017069334
