,synth,train,val,test,synth_value,real_value,jsd,wasserstein,diff_corr,dcr_rf,nndr_rf,dcr_rr,nndr_rr,dcr_ff,nndr_ff
0_0_0,0_0_0\synth.csv,0_0_0\train.csv,0_0_0\val.csv,0_0_0\test.csv,0.0,0.6454183266932271,0.5306003172456664,0.11093589114357422,5.688335716383439,1.8756743441968755,0.9989159680687838,0.398074352757757,0.5208718334592021,0.0258109671043766,0.44419569711253526
0_1_0,0_1_0\synth.csv,0_1_0\train.csv,0_1_0\val.csv,0_1_0\test.csv,0.0,0.59765625,0.5112865772211915,0.10676696939285835,5.292606432310144,1.6918326148605511,0.9987845907925935,0.401289244802445,0.5217034059483369,0.035168063524922015,0.3836812855414526
0_2_0,0_2_0\synth.csv,0_2_0\train.csv,0_2_0\val.csv,0_2_0\test.csv,0.0,0.5750528541226215,0.5110506541550177,0.12885687231732848,6.561365060796553,2.7436234750335013,0.9998885052600099,0.39128831715651513,0.4975364194359013,0.030977966249719886,0.48761061296435265
0_3_0,0_3_0\synth.csv,0_3_0\train.csv,0_3_0\val.csv,0_3_0\test.csv,0.0,0.6134453781512605,0.5118369889306873,0.11076015550107401,6.8657709342780535,1.6125702681542227,0.9992746069808396,0.40556805917456157,0.5142310533025557,0.03224540879013596,0.44570373832078586
0_4_0,0_4_0\synth.csv,0_4_0\train.csv,0_4_0\val.csv,0_4_0\test.csv,0.0,0.6612244897959185,0.5312074958838044,0.11263485948736483,6.304651133035985,2.267024964422681,0.9998927274075122,0.39968857645640016,0.5212078162604378,0.05874922622792054,0.5192528464238714
1_0_0,1_0_0\synth.csv,1_0_0\train.csv,1_0_0\val.csv,1_0_0\test.csv,0.0,0.6454183266932271,0.32818067655457006,0.12398700211745756,8.152785998334599,1.6463700996149178,0.9997749948595607,0.398074352757757,0.5208718334592021,0.04443707527444659,0.5146316460584819
1_1_0,1_1_0\synth.csv,1_1_0\train.csv,1_1_0\val.csv,1_1_0\test.csv,0.0,0.59765625,0.5112865772211915,0.12153158828677801,5.076007432078698,2.265789282563224,0.9931381696712763,0.401289244802445,0.5217034059483369,0.018592429108752646,0.3849054458038008
1_2_0,1_2_0\synth.csv,1_2_0\train.csv,1_2_0\val.csv,1_2_0\test.csv,0.0,0.5750528541226215,0.5110506541550177,0.12343324136135322,7.3401002690693415,1.7668828337785782,0.9994100075215002,0.39128831715651513,0.4975364194359013,0.03080782055846563,0.4708629177901729
1_3_0,1_3_0\synth.csv,1_3_0\train.csv,1_3_0\val.csv,1_3_0\test.csv,0.0,0.6134453781512605,0.5118369889306873,0.11282606779971023,5.383697957290394,1.5800093483010338,0.9088048240512346,0.40556805917456157,0.5142310533025557,0.022540619152116324,0.4465631576227688
1_4_0,1_4_0\synth.csv,1_4_0\train.csv,1_4_0\val.csv,1_4_0\test.csv,0.0,0.6612244897959185,0.5151104291880135,0.10866388647311453,5.99588675028203,1.6331208767071803,0.9986300670041107,0.39968857645640016,0.5212078162604378,0.034299727015487724,0.3990538243723205
